make,model,mileage,price,registration,fuel,country,brand,page
audi,s3,116000,24990,07-2014,b,d,audi,22
audi,q5,113739,29880,01-2020,2,nl,audi,22
audi,a6,94702,14990,12-2014,d,d,audi,23
audi,a3,111225,15000,12-2019,b,b,audi,23
audi,a1,146400,12499,03-2016,b,a,audi,23
audi,a4,145800,20900,02-2018,d,d,audi,23
audi,q3,86200,23995,09-2022,d,d,audi,23
audi,tts,134987,29995,06-2019,b,b,audi,23
audi,a6,159900,22400,05-2017,d,i,audi,23
audi,a4,169956,13900,04-2014,d,b,audi,23
audi,rs e-tron gt,54872,57750,02-2021,e,nl,audi,23
audi,q3,40922,38980,07-2021,b,d,audi,23
audi,sq5,194000,17499,05-2013,d,b,audi,23
audi,q2,21950,24875,10-2023,b,d,audi,23
audi,q4 e-tron,25571,27480,09-2021,e,d,audi,23
audi,a3,69357,24990,11-2022,2,b,audi,23
audi,a4,150027,17940,06-2020,d,a,audi,23
audi,q5,275500,19990,08-2017,b,d,audi,23
audi,a6,151000,21895,02-2017,b,nl,audi,23
audi,q5,58000,35990,04-2023,d,d,audi,23
audi,a3,107850,22990,04-2022,d,d,audi,23
audi,a3,61028,18999,05-2023,b,d,audi,23
audi,a1,240000,4500,06-2014,b,i,audi,24
audi,a4,115200,13999,04-2014,d,d,audi,24
audi,a4,200000,8900,10-2012,d,d,audi,24
audi,a5,112692,16490,09-2012,d,d,audi,24
audi,q3,119400,12450,07-2012,b,i,audi,24
audi,q5,248883,8700,07-2011,d,i,audi,24
audi,q3,91958,21670,04-2020,b,d,audi,24
audi,q7,149600,20800,03-2008,d,d,audi,24
audi,q5,115900,25990,05-2020,d,d,audi,24
audi,a3,112000,15950,03-2019,b,b,audi,24
audi,sq6 e-tron,13932,69445,08-2024,e,d,audi,24
audi,q5,72948,30949,10-2022,b,d,audi,24
audi,a1,32331,17000,11-2017,b,i,audi,24
audi,a3,193060,17250,11-2020,d,d,audi,24
audi,a1,69449,12950,12-2016,b,nl,audi,24
audi,sq5,198987,19950,05-2016,d,d,audi,24
audi,a3,65442,19890,11-2020,b,d,audi,24
audi,q7,276000,15990,11-2011,d,a,audi,24
audi,a3,3187,43350,07-2025,b,nl,audi,24
audi,s3,978,36500,03-2024,b,d,audi,24
audi,a3,150000,5999,05-2009,b,d,audi,25
audi,a4,25062,24590,02-2021,b,b,audi,25
audi,a4,58800,24500,03-2023,d,d,audi,25
audi,e-tron,38857,33950,10-2020,e,nl,audi,25
audi,q2,70722,22890,04-2022,b,d,audi,25
audi,rs7,19262,111900,09-2024,b,d,audi,25
audi,a3,93145,25995,06-2021,2,nl,audi,25
audi,a3,149500,13990,08-2016,d,d,audi,25
audi,a4,351040,2690,12-2002,d,i,audi,25
audi,q5,150000,25350,03-2022,2,d,audi,25
audi,q3,249000,10900,01-2014,d,i,audi,25
audi,a1,191024,8999,01-2011,b,nl,audi,25
audi,a4,159630,20490,08-2017,d,d,audi,25
audi,q3,256544,9750,11-2012,b,nl,audi,25
audi,a5,198652,7945,11-2008,b,nl,audi,25
audi,e-tron,21711,33950,09-2022,e,d,audi,25
audi,q3,93338,28990,05-2021,b,b,audi,25
audi,q4 e-tron,39211,28785,10-2022,e,d,audi,25
audi,a3,67133,14790,03-2014,b,d,audi,25
audi,q5,80000,22770,01-2017,d,d,audi,25
audi,a8,165429,13990,04-2011,b,d,audi,26
audi,a6,53400,34799,07-2022,d,d,audi,26
audi,rs q8,4140,239500,02-2025,b,nl,audi,26
audi,e-tron,28750,39990,01-2023,e,d,audi,26
audi,q3,29500,26230,11-2020,b,d,audi,26
audi,a6,69000,23950,06-2018,b,b,audi,26
audi,a3,89372,18950,07-2018,b,nl,audi,26
audi,a4,63538,29690,02-2022,d,d,audi,26
audi,q2,33600,24990,06-2023,b,d,audi,26
audi,s8,50000,47780,11-2017,b,d,audi,26
audi,a3,182321,9450,01-2014,c,nl,audi,26
audi,a1,32000,24990,02-2022,b,b,audi,26
audi,a3,100870,11499,08-2013,b,b,audi,26
audi,a3,100000,14890,12-2015,d,d,audi,26
audi,a5,193000,19990,03-2019,d,b,audi,26
audi,a3,79800,21500,01-2018,b,d,audi,26
audi,a3,152694,12940,03-2015,2,nl,audi,26
audi,q3,98000,23790,02-2022,2,i,audi,26
audi,a4,95972,18440,11-2017,d,d,audi,26
audi,a1,20500,21900,10-2022,b,i,audi,26
audi,a1,218000,7400,09-2016,b,d,audi,27
audi,a4,120000,24999,01-2021,d,b,audi,27
audi,a4,57500,28249,02-2023,b,d,audi,27
audi,q5,46750,29989,10-2020,d,d,audi,27
audi,q8,25000,75900,12-2024,d,d,audi,27
audi,rs5,70990,58277,07-2021,b,d,audi,27
audi,q3,93500,22900,03-2020,d,l,audi,27
audi,a1,16086,19870,03-2023,b,d,audi,27
audi,a3,212768,10745,08-2014,b,nl,audi,27
audi,a6,157666,14950,02-2014,b,nl,audi,27
audi,a7,192399,24999,11-2016,d,nl,audi,27
audi,q5,123164,18599,03-2016,d,b,audi,27
audi,e-tron,67604,29512,04-2022,e,d,audi,27
audi,tt rs,47884,49800,01-2018,b,d,audi,27
audi,a1,146000,8800,06-2014,d,i,audi,27
audi,a4,96450,32749,02-2022,b,d,audi,27
audi,a6,145000,24990,05-2019,d,d,audi,27
audi,a3,50765,18990,12-2021,b,b,audi,27
audi,a1,72000,12990,08-2018,b,d,audi,27
audi,q2,76401,19990,10-2020,d,b,audi,27
audi,a1,218000,7400,09-2016,b,d,audi,28
audi,q2,62000,20999,09-2019,b,b,audi,28
audi,q3,144000,16500,09-2014,d,d,audi,28
audi,a6 allroad,249000,13700,01-2013,d,i,audi,28
audi,q6 e-tron,9400,62000,01-2025,e,i,audi,28
audi,a3,111135,15999,07-2017,2,b,audi,28
audi,a3,7782,34900,04-2023,b,b,audi,28
audi,rs q8,79990,80990,07-2020,b,d,audi,28
audi,s3,31782,31490,07-2018,b,b,audi,28
audi,a5,172000,20590,11-2017,d,d,audi,28
audi,a8,131821,19990,04-2011,d,b,audi,28
audi,q5,369147,9950,03-2013,d,d,audi,28
audi,q5,57500,29950,03-2021,2,d,audi,28
audi,q3,20439,34890,02-2022,b,d,audi,28
audi,q3,92000,16900,04-2016,b,b,audi,28
audi,s6,176500,15900,05-2007,b,i,audi,28
audi,a5,75619,27850,04-2018,b,nl,audi,28
audi,tt,175285,10190,10-2011,b,b,audi,28
audi,q3,37859,29990,09-2022,d,i,audi,28
audi,q2,196000,11666,06-2017,b,d,audi,28
audi,a4,147000,14000,04-2017,d,i,audi,29
audi,a3,106323,14950,09-2017,b,nl,audi,29
audi,a3,58751,17660,05-2020,2,d,audi,29
audi,a4,140000,14990,04-2014,d,a,audi,29
audi,a6,149000,20800,11-2016,d,i,audi,29
audi,a5,106153,28399,05-2020,b,b,audi,29
audi,q5,17169,49800,08-2024,d,d,audi,29
audi,q2,47873,16990,07-2019,b,d,audi,29
audi,a4,44000,25790,05-2020,b,d,audi,29
audi,a3,49670,22670,12-2020,2,i,audi,29
audi,s5,112000,24499,06-2014,b,b,audi,29
audi,a3,197948,16943,02-2020,b,nl,audi,29
audi,q7,299638,27949,06-2015,d,nl,audi,29
audi,rs q3,182025,24995,08-2015,b,nl,audi,29
audi,q7,230000,13290,05-2011,d,d,audi,29
audi,q2,42066,21990,08-2019,b,d,audi,29
audi,a4,212138,8450,01-2014,b,nl,audi,29
audi,a3,102994,14995,11-2019,b,b,audi,29
audi,e-tron,52113,29940,12-2020,e,nl,audi,29
audi,a6,69998,34980,12-2022,2,d,audi,29
audi,a5,125000,19500,03-2018,d,i,audi,30
audi,a3,23000,32900,06-2024,d,i,audi,30
audi,q7,174253,19690,10-2011,d,d,audi,30
audi,s3,187953,14950,06-2010,b,nl,audi,30
audi,q5,51500,32500,11-2021,3,i,audi,30
audi,e-tron,49502,33950,07-2022,e,b,audi,30
audi,q5,77992,37980,10-2023,d,d,audi,30
audi,a5,32127,29880,10-2023,b,d,audi,30
audi,a3,92000,24990,09-2021,b,b,audi,30
audi,q2,20985,24990,10-2023,b,d,audi,30
audi,a7,145141,41000,03-2018,d,nl,audi,30
audi,q3,44050,29880,08-2022,d,d,audi,30
audi,q3,47500,27990,05-2020,b,b,audi,30
audi,q4 e-tron,61268,22880,07-2022,e,d,audi,30
audi,q4 e-tron,48822,23880,09-2022,e,d,audi,30
audi,q5,39889,39650,09-2023,2,d,audi,30
audi,a6,99041,23490,03-2018,d,b,audi,30
audi,a1,192636,12999,05-2013,b,nl,audi,30
audi,q5,99350,29870,08-2022,d,d,audi,30
audi,a3,3878,39899,01-2025,b,d,audi,30
audi,a5,62000,34990,06-2023,b,b,audi,31
audi,s7,97977,45770,02-2021,d,d,audi,31
audi,q5,124590,27600,10-2016,d,d,audi,31
audi,a4,41990,22950,03-2022,d,d,audi,31
audi,q5,168500,18450,03-2015,d,b,audi,31
audi,a4,54200,26260,06-2023,d,d,audi,31
audi,a6,322095,7491,05-2014,d,d,audi,31
audi,q5,0,47150,new,b,d,audi,31
audi,a6,128050,27940,08-2021,2,d,audi,31
audi,a4,107646,19850,04-2021,d,d,audi,31
audi,a7,63070,31750,07-2016,d,d,audi,31
audi,q3,209978,10699,10-2012,b,nl,audi,31
audi,q5,89000,25999,10-2020,d,b,audi,31
audi,a3,105000,6700,10-2008,d,i,audi,31
audi,q5,160000,16890,08-2015,d,d,audi,31
audi,q5,77800,31300,11-2021,3,i,audi,31
audi,tt,36722,35450,04-2019,b,d,audi,31
audi,q3,31300,29980,01-2023,b,d,audi,31
audi,a5,125000,29999,02-2021,d,b,audi,31
audi,e-tron,39173,37850,03-2022,e,d,audi,31
audi,a3,129000,15499,01-2020,d,i,audi,32
audi,a3,82426,13995,08-2017,b,b,audi,32
audi,q3,80133,24990,11-2021,b,b,audi,32
audi,q4 e-tron,9090,35950,04-2024,e,d,audi,32
audi,q3,67369,23998,06-2019,b,b,audi,32
audi,a1,22284,20990,09-2023,b,d,audi,32
audi,q3,86291,19980,04-2015,d,d,audi,32
audi,a6,209473,19980,11-2017,d,d,audi,32
audi,q3,114490,15990,03-2018,b,b,audi,32
audi,a4,93600,20900,03-2019,c,i,audi,32
audi,a6,13419,37999,02-2024,b,d,audi,32
audi,e-tron,22851,29850,11-2022,e,nl,audi,32
audi,a6,38180,43480,10-2024,d,d,audi,32
audi,a3,71000,26990,02-2022,b,b,audi,32
audi,a4,120920,26500,07-2022,d,d,audi,32
audi,a3,39000,26900,06-2022,b,i,audi,32
audi,a3,50000,22260,07-2021,b,d,audi,32
audi,a3,145802,19800,11-2018,b,nl,audi,32
audi,a5,69570,30900,07-2023,b,b,audi,32
audi,q2,77032,17990,05-2021,b,d,audi,32
audi,s8,170350,15990,06-2007,b,d,audi,33
audi,a5,129762,11950,04-2009,b,nl,audi,33
audi,a3,69750,20749,05-2021,b,d,audi,33
audi,q5,190000,15900,12-2016,d,b,audi,33
audi,q5,70500,39875,11-2021,2,d,audi,33
audi,q5,104750,29749,11-2020,d,d,audi,33
audi,q8,65018,58900,07-2021,2,nl,audi,33
audi,q3,198951,12499,06-2013,d,b,audi,33
audi,a4,38900,26399,12-2021,b,d,audi,33
audi,a5,108978,14950,04-2014,b,nl,audi,33
audi,s3,30164,35480,09-2024,b,d,audi,33
audi,q5,106000,29980,06-2022,d,d,audi,33
audi,a3,85790,20490,10-2021,d,b,audi,33
audi,q4 e-tron,28432,28980,12-2022,e,d,audi,33
audi,a3,141435,15995,04-2014,b,nl,audi,33
audi,a6,56526,47500,06-2022,2,nl,audi,33
audi,a3,147161,12800,12-2015,b,nl,audi,33
audi,a3,57859,24990,01-2022,2,b,audi,33
audi,q3,55000,26500,07-2021,b,b,audi,33
audi,a1,176392,8999,10-2016,b,nl,audi,33
audi,a7,237432,13900,10-2014,d,d,audi,34
audi,q2,70550,19450,03-2019,b,d,audi,34
audi,a3,88464,19990,12-2020,d,b,audi,34
audi,q4 e-tron,53494,23450,09-2022,e,d,audi,34
audi,a5,36630,29990,10-2021,b,b,audi,34
audi,a5,75700,28700,12-2020,3,i,audi,34
audi,q3,35600,29380,12-2021,2,d,audi,34
audi,q5,214784,18990,01-2017,d,d,audi,34
audi,q4 e-tron,29209,29950,10-2021,e,nl,audi,34
audi,a4,60553,28500,03-2021,b,b,audi,34
audi,a3,73690,14990,12-2018,b,d,audi,34
audi,q2,72028,19890,06-2019,b,nl,audi,34
audi,a3,135000,8990,02-2013,b,d,audi,34
audi,a1,18000,27900,03-2025,b,i,audi,34
audi,a3,101400,13980,05-2017,b,d,audi,34
audi,a4,163600,18900,03-2022,d,d,audi,34
audi,a1,54302,23950,11-2019,b,nl,audi,34
audi,e-tron,67588,25930,11-2022,e,d,audi,34
audi,a4,94000,24500,10-2020,2,i,audi,34
audi,a3,103500,16190,02-2017,b,d,audi,34
audi,a4,104000,29500,01-2022,3,i,audi,35
audi,tt,78515,29990,12-2020,b,b,audi,35
audi,a4,87182,20999,01-2018,d,d,audi,35
audi,a4,80000,27999,06-2023,3,i,audi,35
audi,a4,122200,14950,07-2015,d,d,audi,35
audi,a3,90300,21400,07-2020,b,d,audi,35
audi,a1,19600,22990,06-2024,b,i,audi,35
audi,a4,193100,8899,10-2012,b,d,audi,35
audi,q2,106000,18950,03-2019,d,i,audi,35
audi,a6,329000,9980,02-2013,d,a,audi,35
audi,a5,16,41990,02-2025,b,b,audi,35
audi,a4,140650,12999,06-2014,b,nl,audi,35
audi,a3,70000,21980,08-2021,b,a,audi,35
audi,a1,144500,11800,11-2016,b,i,audi,35
audi,q8,10,79900,01-2025,3,i,audi,35
audi,tt,177165,6888,05-2004,b,d,audi,35
audi,a1,10,22900,new,b,d,audi,35
audi,a4 allroad,106606,28330,01-2023,d,d,audi,35
audi,a3,109745,23745,07-2021,2,nl,audi,35
audi,a7,109241,34950,03-2017,d,d,audi,35
audi,a6,21920,29990,04-2019,d,b,audi,36
audi,q3,115687,23975,11-2022,d,d,audi,36
audi,a5,198565,12900,03-2012,d,i,audi,36
audi,q2,110000,15990,07-2020,b,b,audi,36
audi,q3,63301,22950,05-2019,b,d,audi,36
audi,q3,144335,14990,07-2014,b,nl,audi,36
audi,q7,125800,24990,10-2013,d,d,audi,36
audi,a6,39034,40990,02-2023,d,b,audi,36
audi,cabriolet,93450,17990,04-2018,d,d,audi,36
audi,q3,51060,29890,05-2022,2,d,audi,36
audi,q5,99810,36200,04-2022,d,a,audi,36
audi,rs3,37678,49850,11-2022,b,d,audi,36
audi,q3,15518,42411,10-2024,b,d,audi,36
audi,q2,33540,23990,02-2022,b,b,audi,36
audi,q3,145000,16990,07-2018,d,d,audi,36
audi,q5,23461,39890,09-2023,d,d,audi,36
audi,a3,20750,25890,02-2025,b,d,audi,36
audi,s1,105625,21990,05-2018,b,b,audi,36
audi,a6,87854,34990,06-2021,2,b,audi,36
audi,a4,19300,28990,10-2023,d,d,audi,36
audi,a4,327378,5950,07-2009,d,b,audi,37
audi,s4,110190,24495,05-2014,b,nl,audi,37
audi,a1,80000,9999,10-2011,d,d,audi,37
audi,a5,77862,26990,05-2019,b,d,audi,37
audi,a4,72475,17995,04-2018,b,b,audi,37
audi,rs5,84990,48990,06-2020,b,d,audi,37
audi,q2,28120,25970,01-2024,b,d,audi,37
audi,q3,35403,35950,11-2022,2,nl,audi,37
audi,a1,159891,8890,10-2012,b,nl,audi,37
audi,a1,55000,17699,10-2021,b,b,audi,37
audi,a4,49835,22290,09-2020,b,b,audi,37
audi,rs3,500,71900,10-2025,b,b,audi,37
audi,a3,17319,22570,08-2023,b,d,audi,37
audi,a7,87465,24990,11-2016,b,b,audi,37
audi,e-tron,29500,31400,03-2023,e,d,audi,37
audi,a5,13920,34950,03-2024,b,d,audi,37
audi,a3,11858,23900,03-2023,b,d,audi,37
audi,q2,90604,17950,09-2021,b,b,audi,37
audi,tt,67213,24990,03-2017,b,b,audi,37
audi,a4,116924,22090,09-2020,d,a,audi,37
audi,a4,148000,8950,08-2013,b,d,audi,38
audi,a3,148850,12480,03-2016,b,d,audi,38
audi,a4,73854,29950,11-2022,d,d,audi,38
audi,q5,56900,34990,08-2022,b,d,audi,38
audi,s6,218850,21990,10-2012,b,d,audi,38
audi,a5,14900,41440,05-2025,b,d,audi,38
audi,a4,90666,16850,12-2017,d,i,audi,38
audi,tt,127259,10950,05-2007,b,nl,audi,38
audi,a4,34491,30870,01-2024,b,d,audi,38
audi,q2,120000,17900,09-2017,d,i,audi,38
audi,a3,27000,31900,07-2024,b,i,audi,38
audi,q2,70000,17900,04-2017,d,i,audi,38
audi,rs q8,15,299999,new,b,d,audi,38
audi,q2,69065,15890,03-2019,b,d,audi,38
audi,a5,10,52500,09-2025,3,i,audi,38
audi,a4,50650,17950,06-2017,b,d,audi,38
audi,a4,92100,27800,01-2020,d,i,audi,38
audi,a5,95050,24780,07-2020,d,d,audi,38
audi,a4,176980,18990,05-2022,d,b,audi,38
audi,a3,155000,17490,07-2020,d,i,audi,38
audi,sq7,250000,21980,08-2017,d,i,audi,39
audi,a3,7,32985,01-2025,d,b,audi,39
audi,a1,4950,25970,08-2025,b,d,audi,39
audi,q4 e-tron,38984,24950,08-2022,e,d,audi,39
audi,a4,109050,33790,12-2021,d,d,audi,39
audi,a4,54087,25990,04-2022,b,b,audi,39
audi,a4,137703,19950,03-2022,d,d,audi,39
audi,tt rs,48000,49900,11-2020,b,d,audi,39
audi,a6,123800,32790,04-2018,d,d,audi,39
audi,s4,121000,18885,11-2012,b,d,audi,39
audi,a6,65453,32950,01-2021,d,b,audi,39
audi,tt rs,45950,49995,03-2020,b,b,audi,39
audi,s3,41582,37990,05-2021,b,b,audi,39
audi,a6,118450,29749,12-2017,d,d,audi,39
audi,q3,45570,20890,11-2017,b,d,audi,39
audi,q3,99967,29800,04-2021,b,nl,audi,39
audi,q3,274000,11900,08-2014,d,d,audi,39
audi,q5,169000,16990,01-2016,d,i,audi,39
audi,a3,41172,22970,03-2022,d,d,audi,39
audi,a2,190880,5960,06-2005,b,d,audi,39
audi,a3,98000,19990,09-2016,b,b,audi,40
audi,q2,36900,22990,09-2023,d,d,audi,40
audi,q5,68200,30980,02-2019,d,d,audi,40
audi,s5,98950,25790,04-2015,b,d,audi,40
audi,a6,35000,48970,06-2023,b,d,audi,40
audi,a4,72000,15980,03-2017,b,d,audi,40
audi,a5,52484,30950,06-2021,d,b,audi,40
audi,a5,123000,26870,03-2021,d,d,audi,40
audi,e-tron gt,100687,44995,11-2021,e,b,audi,40
audi,s3,89500,25990,02-2017,b,i,audi,40
audi,q2,164000,17500,02-2018,d,i,audi,40
audi,q2,63470,19990,04-2022,b,b,audi,40
audi,a1,82150,11999,05-2017,b,b,audi,40
audi,sq5,192000,27900,10-2020,3,i,audi,40
audi,q5,134000,28950,06-2021,d,d,audi,40
audi,a3,84781,21440,04-2020,b,d,audi,40
audi,a3,42300,23790,05-2022,b,b,audi,40
audi,a4,100000,19990,01-2019,b,d,audi,40
audi,a6,1050,74900,10-2025,3,i,audi,40
audi,a1,48400,18990,12-2020,b,d,audi,40
audi,a3,120238,14990,11-2018,b,d,audi,41
audi,rs3,147168,22985,09-2011,b,nl,audi,41
audi,a3,53232,19995,06-2018,b,b,audi,41
audi,q5,3154,39990,04-2022,d,b,audi,41
audi,a5,58563,27480,07-2022,b,d,audi,41
audi,q3,119000,22432,02-2020,d,i,audi,41
audi,q3,85000,27999,09-2020,d,b,audi,41
audi,q3,32450,35749,07-2023,2,d,audi,41
audi,s5,112000,32500,05-2018,b,b,audi,41
audi,q3,82074,21880,04-2019,b,d,audi,41
audi,a5,200000,16990,11-2013,d,a,audi,41
audi,e-tron gt,69090,55400,06-2022,e,b,audi,41
audi,a3,127556,14950,01-2017,2,b,audi,41
audi,a4,84898,23250,09-2022,d,d,audi,41
audi,a3,4608,42880,02-2025,d,d,audi,41
audi,a5,95000,29490,05-2023,3,i,audi,41
audi,a3,29399,24500,07-2021,b,b,audi,41
audi,a4,50000,28500,05-2022,b,b,audi,41
audi,q4 e-tron,28255,39900,07-2024,e,b,audi,41
audi,a1,124009,13900,04-2018,d,i,audi,41
audi,q3,56214,26990,08-2021,b,b,audi,42
audi,a3,19352,24950,08-2022,b,d,audi,42
audi,e-tron,30000,39890,12-2022,e,b,audi,42
audi,a1,139367,11450,12-2015,b,nl,audi,42
audi,q2,46080,25490,07-2023,b,b,audi,42
audi,a4,29280,32890,07-2022,d,d,audi,42
audi,a5,160992,14950,04-2014,d,nl,audi,42
audi,q3,34380,39950,06-2021,2,b,audi,42
audi,q2,44758,23800,10-2022,d,i,audi,42
audi,q5,255000,12490,01-2014,d,i,audi,42
audi,a3,40780,20890,05-2017,b,d,audi,42
audi,a3,195726,8888,07-2007,b,nl,audi,42
audi,a3,219322,9950,12-2015,b,nl,audi,42
audi,q3,99000,28999,09-2021,b,b,audi,42
audi,e-tron,70000,28900,09-2019,e,d,audi,42
audi,q5,46800,38880,08-2021,2,d,audi,42
audi,a6 allroad,139500,20990,04-2015,d,d,audi,42
audi,a3,208753,3699,04-2008,b,nl,audi,42
audi,rs6,138429,54850,03-2017,b,nl,audi,42
audi,s8,85907,41800,07-2017,b,d,audi,42
audi,a6,142000,14900,01-2015,d,i,audi,43
audi,a5,190325,9912,04-2012,b,d,audi,43
audi,rs7,85990,79900,07-2020,b,d,audi,43
audi,a5,28374,38980,06-2023,b,d,audi,43
audi,q3,88550,21660,02-2019,b,d,audi,43
audi,a3,90602,29900,09-2023,d,i,audi,43
audi,a4,66000,25900,08-2021,3,i,audi,43
audi,a1,57200,13500,11-2011,b,i,audi,43
audi,a6,100415,24490,01-2018,d,b,audi,43
audi,s5,27704,41800,02-2017,b,d,audi,43
audi,a5,98672,26890,10-2020,d,d,audi,43
audi,q7,100000,35950,11-2017,d,d,audi,43
audi,a7,59435,40870,11-2022,b,d,audi,43
audi,a4,57500,28590,09-2022,d,d,audi,43
audi,q5,158500,23895,05-2017,d,d,audi,43
audi,e-tron,128118,26850,11-2019,e,nl,audi,43
audi,a1,41928,19888,02-2020,b,nl,audi,43
audi,a3,76503,23990,08-2023,b,d,audi,43
audi,a3,85564,13895,01-2015,b,nl,audi,43
audi,a3,61000,16650,04-2014,d,d,audi,43
audi,a4,170000,6999,03-2008,d,b,audi,44
audi,a5,120000,21490,01-2017,d,d,audi,44
audi,a5,133291,31890,10-2022,d,d,audi,44
audi,a4,227600,13675,08-2016,d,d,audi,44
audi,a1,24000,26900,06-2024,b,i,audi,44
audi,q4 e-tron,32950,26939,12-2022,e,d,audi,44
audi,s4,139805,37950,06-2018,b,nl,audi,44
audi,q3,13150,33490,06-2022,2,b,audi,44
audi,s5,193500,11690,05-2010,b,d,audi,44
audi,a6,174300,22990,05-2022,d,d,audi,44
audi,a3,224000,9700,02-2013,d,i,audi,44
audi,a6,59761,21550,08-2018,b,d,audi,44
audi,a3,95604,20900,12-2020,b,d,audi,44
audi,s4,185000,15900,10-2009,b,i,audi,44
audi,a3,45314,31590,07-2022,2,nl,audi,44
audi,a4,38315,27670,04-2021,d,d,audi,44
audi,q5,68473,35990,06-2021,2,b,audi,44
audi,q2,77768,18750,06-2022,d,d,audi,44
audi,q2,49700,20990,09-2020,b,b,audi,44
audi,q8 e-tron,27113,48995,06-2022,e,b,audi,44
audi,a3,200000,5490,06-2012,b,d,audi,45
audi,a3,87290,20999,06-2020,d,d,audi,45
audi,a3,156518,12450,06-2014,b,b,audi,45
audi,s6,16000,57275,10-2024,d,d,audi,45
audi,a1,138396,17113,04-2021,b,d,audi,45
audi,q5,159000,20900,11-2017,d,i,audi,45
audi,a8,97805,49990,04-2019,b,d,audi,45
audi,rs6,107436,49888,09-2015,b,d,audi,45
audi,q2,59248,18490,09-2021,b,d,audi,45
audi,q5,87124,28900,05-2021,3,i,audi,45
audi,q5,84000,29985,10-2020,2,d,audi,45
audi,s3,78000,29000,05-2018,b,i,audi,45
audi,a4,34810,36990,11-2023,b,d,audi,45
audi,q3,60094,23949,12-2020,b,d,audi,45
audi,q4 e-tron,31000,25990,08-2022,e,a,audi,45
audi,a4,123000,14450,08-2016,d,b,audi,45
audi,a6,168399,21890,06-2015,d,d,audi,45
audi,q2,55833,17950,06-2017,b,nl,audi,45
audi,a6,79055,32770,04-2021,b,d,audi,45
audi,a3,112239,14800,03-2014,b,nl,audi,45
audi,a7,230486,17490,02-2014,d,d,audi,46
audi,a5,56582,25880,02-2019,b,d,audi,46
audi,a3,52000,19900,07-2018,b,d,audi,46
audi,e-tron,17962,43990,03-2023,e,b,audi,46
audi,a6,46600,43499,09-2023,d,d,audi,46
audi,a3,75025,23550,04-2021,d,d,audi,46
audi,q2,23344,18490,08-2018,b,b,audi,46
audi,a5,75201,18890,01-2016,b,d,audi,46
audi,q3,65807,26390,03-2021,b,b,audi,46
audi,q5,65226,19850,12-2016,d,d,audi,46
audi,q5,25989,44490,12-2024,b,b,audi,46
audi,q3,106774,29890,05-2022,2,d,audi,46
audi,q2,106202,19000,05-2017,b,nl,audi,46
audi,a5,63197,24990,01-2019,d,b,audi,46
audi,a4,17489,21100,03-2018,b,d,audi,46
audi,rs3,600,65999,01-2025,b,d,audi,46
audi,q2,60354,24400,11-2021,b,nl,audi,46
audi,a5,129003,31500,06-2020,2,nl,audi,46
audi,s6,103120,34990,11-2016,b,nl,audi,46
audi,q2,59248,18490,09-2021,b,d,audi,46
audi,a6,149438,21590,04-2016,d,d,audi,47
audi,q2,56000,19900,05-2023,b,d,audi,47
audi,q2,49200,21950,06-2022,b,d,audi,47
audi,e-tron,50900,28500,05-2022,e,d,audi,47
audi,q5,96000,41990,12-2022,2,b,audi,47
audi,a6,125700,25990,03-2017,d,a,audi,47
audi,q3,58200,29490,08-2022,d,d,audi,47
audi,q4 e-tron,17900,23250,07-2022,e,d,audi,47
audi,q3,17887,36999,02-2025,b,b,audi,47
audi,a6,99000,27999,03-2020,d,b,audi,47
audi,rs q8,15019,359850,02-2025,b,nl,audi,47
audi,q2,87856,15990,11-2018,b,b,audi,47
audi,a4,114272,18599,08-2019,b,b,audi,47
audi,a4,117480,24750,03-2022,d,d,audi,47
audi,a1,15513,21990,10-2024,b,b,audi,47
audi,q4 e-tron,54311,33700,05-2023,e,d,audi,47
audi,q5,142679,15000,06-2014,d,i,audi,47
audi,a1,20264,21880,11-2021,b,d,audi,47
audi,a6,85106,29850,05-2021,d,d,audi,47
audi,q3,75499,33950,10-2020,d,b,audi,47
audi,s6,244887,29900,02-2020,d,i,audi,48
audi,q2,35000,26900,05-2023,d,i,audi,48
audi,a6,79604,23180,11-2017,d,d,audi,48
audi,a4 allroad,102160,21900,09-2018,d,i,audi,48
audi,q5,40000,45500,03-2023,3,i,audi,48
audi,a6 allroad,175973,27750,01-2018,d,nl,audi,48
audi,q4 e-tron,29107,32805,03-2023,e,d,audi,48
audi,s5,87709,18880,07-2011,b,d,audi,48
audi,a6,92246,39880,07-2018,d,d,audi,48
audi,q2,69000,24990,07-2020,d,i,audi,48
audi,a5,116900,22800,05-2020,c,d,audi,48
audi,a6,84800,31800,09-2022,d,d,audi,48
audi,q3,45975,35930,12-2022,b,d,audi,48
audi,a6,57372,39890,06-2022,2,d,audi,48
audi,a3,64791,20990,10-2020,b,d,audi,48
audi,q2,58340,20590,08-2020,b,b,audi,48
audi,a3,99501,23945,02-2020,b,nl,audi,48
audi,rs3,unknown,118980,new,b,d,audi,48
audi,a4 allroad,93313,29950,05-2021,d,b,audi,48
audi,a3,40329,26950,08-2023,2,b,audi,48
audi,a4 allroad,129000,26900,12-2019,d,i,audi,49
audi,q6 e-tron,8220,49990,07-2025,e,d,audi,49
audi,q6 e-tron,3500,58450,07-2025,e,b,audi,49
audi,a6,126871,25490,05-2021,d,a,audi,49
audi,q5,64000,44990,10-2022,2,b,audi,49
